id,topic,subject_id,question,question_kn,option_a,option_a_kn,option_b,option_b_kn,option_c,option_c_kn,option_d,option_d_kn,correct_answer
9edca63a-4c62-45ce-b6a6-edb757be2dae,Network Components,ictsm,What is the purpose of using parity bits in computer network?,ಕಂಪ್ಯೂಟರ್ ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ಯಾರಿಟಿ ಬಿಟ್‌ಗಳನ್ನು ಬಳಸುವ ಉದ್ದೇಶವೇನು?,Encryption of data,ಡೇಟಾದ ಎನ್‌ಕ್ರಿಪ್ಶನ್,To transmit faster,ವೇಗವಾಗಿ ರವಾನಿಸಲು,To detect errors,ದೋಷಗಳನ್ನು ಪತ್ತೆಹಚ್ಚಲು,To identify the user,ಬಳಕೆದಾರರನ್ನು ಗುರುತಿಸಲು,C
b9e6cb18-5b1a-40c2-84a8-81484098e5a2,Network Components,ictsm,Which type of twisted pair cable is used for protecting from electronic noise?,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಶಬ್ದದಿಂದ ರಕ್ಷಿಸಲು ಯಾವ ರೀತಿಯ ತಿರುಚಿದ ಜೋಡಿ ಕೇಬಲ್ ಅನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Unshielded twisted pair,ಕವಚವಿಲ್ಲದ ತಿರುಚಿದ ಜೋಡಿ,Shielded twisted pair,ಕವಚದ ತಿರುಚಿದ ಜೋಡಿ,Shift twisted pair,ತಿರುಚಿದ ಜೋಡಿಯನ್ನು ಶಿಫ್ಟ್ ಮಾಡಿ,Serial twisted pair,ಸರಣಿ ತಿರುಚಿದ ಜೋಡಿ,B
7386fd97-da27-4fd9-b91d-a2f2419228f2,Network Components,ictsm,Which topology is connected along single piece of n/w cable?,n/w ಕೇಬಲ್‌ನ ಒಂದು ತುಣುಕಿನ ಉದ್ದಕ್ಕೂ ಯಾವ ಟೋಪೋಲಜಿಯನ್ನು ಸಂಪರ್ಕಿಸಲಾಗಿದೆ?,Bus topology,ಬಸ್ ಟೋಪೋಲಜಿ,Ring topology,ರಿಂಗ್ ಟೋಪೋಲಜಿ,Star topology,ಸ್ಟಾರ್ ಟೋಪೋಲಜಿ,Mesh topology,ಮೆಶ್ ಟೋಪೋಲಜಿ,A
d3b8a965-61c3-4c25-a7cc-e8e77e63e8fc,Network Components,ictsm,Which transmission technique is used by mobile network?,ಮೊಬೈಲ್ ನೆಟ್‌ವರ್ಕ್ ಯಾವ ಪ್ರಸರಣ ತಂತ್ರವನ್ನು ಬಳಸುತ್ತದೆ?,Microwave,ಮೈಕ್ರೋವೇವ್,Radio,ರೇಡಿಯೋ,Infrared,ಅತಿಗೆಂಪು,Ultra high frequency,ಅಲ್ಟ್ರಾ ಹೈ ಫ್ರೀಕ್ವೆನ್ಸಿ,B
53d7d7cc-689b-4e49-b8fc-e95015d85da1,Network Protocols,ictsm,What is the full form of VPN?,VPN ನ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Very Poor Network,ಅತ್ಯಂತ ಕಳಪೆ ನೆಟ್‌ವರ್ಕ್,Virtual Private Network,ವರ್ಚುವಲ್ ಖಾಸಗಿ ನೆಟ್‌ವರ್ಕ್,Virtual Public Network,ವರ್ಚುವಲ್ ಪಬ್ಲಿಕ್ ನೆಟ್‌ವರ್ಕ್,Virtual Private Naming,ವರ್ಚುವಲ್ ಖಾಸಗಿ ಹೆಸರಿಸುವಿಕೆ,B
ed47f6c7-9989-413e-9e66-ccd38eab78b8,Network Protocols,ictsm,Which protocol is used to send mail messages?,ಮೇಲ್ ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸಲು ಯಾವ ಪ್ರೋಟೋಕಾಲ್ ಅನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,ftp,ಅಡಿಪಿ,http,http,smtp,smtp,Html,Html,C
8fd24810-e2fb-458f-b509-5f53d2d67404,Network Protocols,ictsm,Which of the following hub does not require power source?,ಕೆಳಗಿನ ಯಾವ ಹಬ್‌ಗೆ ವಿದ್ಯುತ್ ಮೂಲ ಅಗತ್ಯವಿಲ್ಲ?,Active hub,ಸಕ್ರಿಯ ಕೇಂದ್ರ,Passive hub,ನಿಷ್ಕ್ರಿಯ ಕೇಂದ್ರ,Intelligent hub,ಬುದ್ಧಿವಂತ ಕೇಂದ್ರ,Moderate hub,ಮಧ್ಯಮ ಕೇಂದ್ರ,B
4e3cac78-5c14-47d7-9f80-0a847251e582,Network Protocols,ictsm,Which command is used to determining the ip address of a particular device?,ನಿರ್ದಿಷ್ಟ ಸಾಧನದ ಐಪಿ ವಿಳಾಸವನ್ನು ನಿರ್ಧರಿಸಲು ಯಾವ ಆಜ್ಞೆಯನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,NETSAT,NETSAT,TRACERT,ಟ್ರೇಸರ್ಟ್,NET,ನೆಟ್,ipconfig,ipconfig,D
6e201f80-db43-4fe4-b430-14f14c6b79c4,Network Protocols,ictsm,How computer process data into information by working exclusively with?,ಕಂಪ್ಯೂಟರ್‌ನೊಂದಿಗೆ ಪ್ರತ್ಯೇಕವಾಗಿ ಕೆಲಸ ಮಾಡುವ ಮೂಲಕ ಮಾಹಿತಿಯನ್ನು ಹೇಗೆ ಕಂಪ್ಯೂಟರ್ ಪ್ರಕ್ರಿಯೆಗೊಳಿಸುತ್ತದೆ?,Multimedia,ಮಲ್ಟಿಮೀಡಿಯಾ,Word,ಮಾತು,Numbers,ಸಂಖ್ಯೆಗಳು,Character,ಪಾತ್ರ,C
ee75b34a-b097-4a73-84b3-d5b04be16e69,Network Protocols,ictsm,Which process converts analog signal to digital signal?,ಅನಲಾಗ್ ಸಿಗ್ನಲ್ ಅನ್ನು ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಆಗಿ ಪರಿವರ್ತಿಸುವ ಪ್ರಕ್ರಿಯೆ ಯಾವುದು?,Modulation,ಮಾಡ್ಯುಲೇಶನ್,De-modulation,ಡಿ-ಮಾಡ್ಯುಲೇಷನ್,Quanting,ಕ್ವಾಂಟಿಂಗ್,Sampling,ಮಾದರಿ,B
f326edd3-d076-4a1b-ad37-85cfe627b0bc,Network Protocols,ictsm,Which is the lowest layer of TCP/IP model?,TCP/IP ಮಾದರಿಯ ಅತ್ಯಂತ ಕಡಿಮೆ ಪದರ ಯಾವುದು?,Network access layer,ನೆಟ್ವರ್ಕ್ ಪ್ರವೇಶ ಪದರ,Internet layer,ಇಂಟರ್ನೆಟ್ ಲೇಯರ್,Host to host layer,ಹೋಸ್ಟ್ ಟು ಹೋಸ್ಟ್ ಲೇಯರ್,Application layer,ಅಪ್ಲಿಕೇಶನ್ ಪದರ,A
5b15097c-ed23-43a6-afce-53de464e4144,Network Protocols,ictsm,What is denial of software (DoS) in network security?,ನೆಟ್ವರ್ಕ್ ಭದ್ರತೆಯಲ್ಲಿ ಸಾಫ್ಟ್ವೇರ್ (DoS) ನಿರಾಕರಣೆ ಎಂದರೇನು?,Protocol,ಪ್ರೋಟೋಕಾಲ್,Threat,ಬೆದರಿಕೆ,Hard-disk,ಹಾರ್ಡ್ ಡಿಸ್ಕ್,Motherboard,ಮದರ್ಬೋರ್ಡ್,B
02b3cd96-51fe-4bdb-b4af-b957a54aaf8b,Network Protocols,ictsm,In OSI model which layer organise data bits into data frames?,OSI ಮಾದರಿಯಲ್ಲಿ ಯಾವ ಲೇಯರ್ ಡೇಟಾ ಬಿಟ್‌ಗಳನ್ನು ಡೇಟಾ ಫ್ರೇಮ್‌ಗಳಾಗಿ ಆಯೋಜಿಸುತ್ತದೆ?,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,Data link layer,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,Physical layer,ಭೌತಿಕ ಪದರ,Transport layer,ಸಾರಿಗೆ ಪದರ,B
9662352c-8995-4070-aa76-d4d4d6933045,Network Protocols,ictsm,What is another name of set of rules?,ನಿಯಮಗಳ ಗುಂಪಿನ ಇನ್ನೊಂದು ಹೆಸರೇನು?,Message,ಸಂದೇಶ,Input data,ಇನ್ಪುಟ್ ಡೇಟಾ,Protocol,ಪ್ರೋಟೋಕಾಲ್,Output data,ಔಟ್ಪುಟ್ ಡೇಟಾ,C
435a33fd-f7a8-4395-a64c-5443f90f22f7,Network Protocols,ictsm,Which layer is responsible for process delivery?,ಪ್ರಕ್ರಿಯೆ ವಿತರಣೆಗೆ ಯಾವ ಪದರವು ಕಾರಣವಾಗಿದೆ?,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,Transport layer,ಸಾರಿಗೆ ಪದರ,Session layer,ಸೆಷನ್ ಪದರ,Datalink layer,ಡೇಟಾಲಿಂಕ್ ಪದರ,B
c5fb4b14-e790-4d3f-a192-766303b237fb,Network Protocols,ictsm,What is the another name of static routing?,ಸ್ಟ್ಯಾಟಿಕ್ ರೂಟಿಂಗ್‌ನ ಇನ್ನೊಂದು ಹೆಸರೇನು?,Non-adaptive routing,ಅಡಾಪ್ಟಿವ್ ಅಲ್ಲದ ರೂಟಿಂಗ್,Basic-input output system,ಮೂಲ-ಇನ್ಪುಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್,Power on self test,ಸ್ವಯಂ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಪವರ್,Upgrade,ನವೀಕರಿಸಿ,A
d68475c5-ca1c-4782-aa25-feb27e4ef1ce,Network Protocols,ictsm,What is the name of layer-4 in TCP/IP model?,TCP/IP ಮಾದರಿಯಲ್ಲಿ ಲೇಯರ್-4 ನ ಹೆಸರೇನು?,Internet layer,ಇಂಟರ್ನೆಟ್ ಲೇಯರ್,Host-to-Host-layer,ಹೋಸ್ಟ್-ಟು-ಹೋಸ್ಟ್-ಲೇಯರ್,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,Application layer,ಅಪ್ಲಿಕೇಶನ್ ಪದರ,D
65206cb2-6859-4ca1-bdfa-73e16e3f47e2,Network Protocols,ictsm,Identify the TCP/IP protocol used in sending and receiving email.,ಇಮೇಲ್ ಕಳುಹಿಸಲು ಮತ್ತು ಸ್ವೀಕರಿಸಲು ಬಳಸುವ TCP/IP ಪ್ರೋಟೋಕಾಲ್ ಅನ್ನು ಗುರುತಿಸಿ.,ftp,ಅಡಿಪಿ,smtp,smtp,TCP/IP,TCP/IP,MIME,MIME,B
5df99895-2acc-4d78-980d-7d6450b80d18,Network Protocols,ictsm,How many bits are there in IPV4?,IPV4 ನಲ್ಲಿ ಎಷ್ಟು ಬಿಟ್‌ಗಳಿವೆ?,16 bits,16 ಬಿಟ್‌ಗಳು,32 bits,32 ಬಿಟ್‌ಗಳು,64 bits,64 ಬಿಟ್‌ಗಳು,128 bits,128 ಬಿಟ್‌ಗಳು,B
17feb6b0-3e1b-4698-bee1-4982c8eb1443,Network Protocols,ictsm,In OSI model which layer is responsible for routing?,OSI ಮಾದರಿಯಲ್ಲಿ ರೂಟಿಂಗ್‌ಗೆ ಯಾವ ಪದರವು ಕಾರಣವಾಗಿದೆ?,Session layer,ಸೆಷನ್ ಪದರ,Data link layer,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,Presentation layer,ಪ್ರಸ್ತುತಿ ಪದರ,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,D
48a9b8a5-35a9-4672-9a0f-c537a690e250,Network Protocols,ictsm,Which of the following layer is not present in the TCP/IP model?,TCP/IP ಮಾದರಿಯಲ್ಲಿ ಈ ಕೆಳಗಿನ ಯಾವ ಪದರವು ಇರುವುದಿಲ್ಲ?,Transport layer,ಸಾರಿಗೆ ಪದರ,Application layer,ಅಪ್ಲಿಕೇಶನ್ ಪದರ,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,USB layer,USB ಲೇಯರ್,D
d0ef1e6c-3927-40a9-ac51-16edc7ca2810,Network Protocols,ictsm,What is the equipment used to allow home computer to connect to the internet?,ಹೋಮ್ ಕಂಪ್ಯೂಟರ್ ಅನ್ನು ಇಂಟರ್ನೆಟ್ಗೆ ಸಂಪರ್ಕಿಸಲು ಅನುಮತಿಸಲು ಯಾವ ಸಾಧನವನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,monitor,ಮಾನಿಟರ್,CPU,CPU,Internet,ಇಂಟರ್ನೆಟ್,Modem,ಮೋಡೆಮ್,D
6c7a6f0b-df71-4b6d-8cfa-cc67d24e858c,Network Protocols,ictsm,What is the maximum number of IP addresses that can be assigned to hosts on a local subnet that uses the 255.255.255.224 subnet mask?,255.255.255.224 ಸಬ್‌ನೆಟ್ ಮಾಸ್ಕ್ ಅನ್ನು ಬಳಸುವ ಸ್ಥಳೀಯ ಸಬ್‌ನೆಟ್‌ನಲ್ಲಿ ಹೋಸ್ಟ್‌ಗಳಿಗೆ ನಿಯೋಜಿಸಬಹುದಾದ ಗರಿಷ್ಠ ಸಂಖ್ಯೆಯ IP ವಿಳಾಸಗಳು ಯಾವುವು?,14,14,15,15,16,16,30,30,D
f716f462-86b6-48f9-bc6e-07d3fdc39589,Network Protocols,ictsm,Which country TCP/IP was developed?,ಯಾವ ದೇಶದ TCP/IP ಅನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಲಾಗಿದೆ?,America,ಅಮೇರಿಕಾ,India,ಭಾರತ,China,ಚೀನಾ,Japan,ಜಪಾನ್,A
2ddb6c03-1a54-44ea-88aa-dec3968e1e99,Network Protocols,ictsm,What is the name of device which receive information in computer network?,ಕಂಪ್ಯೂಟರ್ ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಮಾಹಿತಿಯನ್ನು ಪಡೆಯುವ ಸಾಧನದ ಹೆಸರೇನು?,Receiver,ರಿಸೀವರ್,Sender,ಕಳುಹಿಸುವವರು,Transmitter,ಟ್ರಾನ್ಸ್ಮಿಟರ್,Input,ಇನ್ಪುಟ್,A
7e236bc5-de3b-4a62-8864-9ac795e01bbe,Network Protocols,ictsm,What is the full form of SMTP?,SMTP ಯ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Simple Message Transfer Protocol,ಸರಳ ಸಂದೇಶ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್,Simple Mail Transmission Protocol,ಸರಳ ಮೇಲ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಪ್ರೋಟೋಕಾಲ್,Simple Mail Transfer Protocol,ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್,Simple Message Transmission Protocol,ಸರಳ ಸಂದೇಶ ರವಾನೆ ಪ್ರೋಟೋಕಾಲ್,C
e8d65ea6-9a24-4b6b-aa10-6c15996716f9,Network Protocols,ictsm,How many layers in OSI model?,OSI ಮಾದರಿಯಲ್ಲಿ ಎಷ್ಟು ಪದರಗಳು?,4,4,5,5,6,6,7,7,D
fa0be0b1-911f-418f-a011-23a190493f6a,Network Protocols,ictsm,"In which layer of OSI network architecture, the routing is performed?","OSI ನೆಟ್‌ವರ್ಕ್ ಆರ್ಕಿಟೆಕ್ಚರ್‌ನ ಯಾವ ಪದರದಲ್ಲಿ, ರೂಟಿಂಗ್ ಅನ್ನು ನಿರ್ವಹಿಸಲಾಗುತ್ತದೆ?",Data link layer,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,Session layer,ಸೆಷನ್ ಪದರ,Transport layer,ಸಾರಿಗೆ ಪದರ,B
f39bd320-1f11-494c-8eb4-0937c69ec86c,Network Protocols,ictsm,Which one is not correct?,ಯಾವುದು ಸರಿಯಿಲ್ಲ?,Telnet is general purpose client-server program,ಟೆಲ್ನೆಟ್ ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕ್ಲೈಂಟ್-ಸರ್ವರ್ ಪ್ರೋಗ್ರಾಂ ಆಗಿದೆ,Telnet lets user access an application on a remote computer,ಟೆಲ್ನೆಟ್ ಬಳಕೆದಾರರಿಗೆ ರಿಮೋಟ್ ಕಂಪ್ಯೂಟರ್‌ನಲ್ಲಿ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಪ್ರವೇಶಿಸಲು ಅನುಮತಿಸುತ್ತದೆ,Telnet can also be used for file transfer,ಫೈಲ್ ವರ್ಗಾವಣೆಗೆ ಟೆಲ್ನೆಟ್ ಅನ್ನು ಸಹ ಬಳಸಬಹುದು,Telnet can be used for remote login,ರಿಮೋಟ್ ಲಾಗಿನ್‌ಗಾಗಿ ಟೆಲ್ನೆಟ್ ಅನ್ನು ಬಳಸಬಹುದು,C
c25ac020-8c69-4780-b319-0a1a63c38267,Network Protocols,ictsm,HTTP protocol functions at which layer of the OSI model.,OSI ಮಾದರಿಯ ಯಾವ ಪದರದಲ್ಲಿ HTTP ಪ್ರೋಟೋಕಾಲ್ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ.,Session layer,ಸೆಷನ್ ಪದರ,Presentation layer,ಪ್ರಸ್ತುತಿ ಪದರ,Data link layer,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,Application layer,ಅಪ್ಲಿಕೇಶನ್ ಪದರ,D
64d6fa59-cd5a-47a9-967a-51b57671df9f,Network Protocols,ictsm,Which one is network security tool?,ನೆಟ್ವರ್ಕ್ ಭದ್ರತಾ ಸಾಧನ ಯಾವುದು?,Keyboard,ಕೀಬೋರ್ಡ್,Mouse,ಮೌಸ್,Joy-stick,ಜಾಯ್-ಸ್ಟಿಕ್,Anti-virus software package,ಆಂಟಿ-ವೈರಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್,D
766dfbf9-1592-4db3-8a5e-2a9862c4d3c6,Network Protocols,ictsm,What is the full form of TCP/IP?,TCP/IP ಯ ಪೂರ್ಣ ರೂಪ ಯಾವುದು?,Telnet Control Protocol / Internet Protocol,ಟೆಲ್ನೆಟ್ ಕಂಟ್ರೋಲ್ ಪ್ರೋಟೋಕಾಲ್ / ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್,Transfer Control Protocol / Interface Protocol,ಟ್ರಾನ್ಸ್ಫರ್ ಕಂಟ್ರೋಲ್ ಪ್ರೋಟೋಕಾಲ್ / ಇಂಟರ್ಫೇಸ್ ಪ್ರೋಟೋಕಾಲ್,Telephone Central Protocol / Internet Protocol,ದೂರವಾಣಿ ಕೇಂದ್ರ ಪ್ರೋಟೋಕಾಲ್ / ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್,Transmission Control Protocol / Internet Protocol,ಪ್ರಸರಣ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್ / ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್,D
75f46ea9-7fbd-4f5c-9de4-ca77598361e7,Network Protocols,ictsm,How many types of network switches are there?,ನೆಟ್‌ವರ್ಕ್ ಸ್ವಿಚ್‌ಗಳಲ್ಲಿ ಎಷ್ಟು ವಿಧಗಳಿವೆ?,1,1,2,2,3,3,4,4,B
5bc55ab0-2282-48c3-aaf6-c43a1e6fc0d7,Network Protocols,ictsm,Hub works on which layer of OSI model?,OSI ಮಾದರಿಯ ಯಾವ ಪದರದಲ್ಲಿ ಹಬ್ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ?,Physical layer,ಭೌತಿಕ ಪದರ,Data link layer,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,Network layer,ನೆಟ್ವರ್ಕ್ ಪದರ,Transport layer,ಸಾರಿಗೆ ಪದರ,A
230fa75b-35af-416c-8791-6caaec91a80d,Network Protocols,ictsm,Which of the following network device amplify the input signal?,ಕೆಳಗಿನ ಯಾವ ನೆಟ್‌ವರ್ಕ್ ಸಾಧನವು ಇನ್‌ಪುಟ್ ಸಿಗ್ನಲ್ ಅನ್ನು ವರ್ಧಿಸುತ್ತದೆ?,Keyboard,ಕೀಬೋರ್ಡ್,Mouse,ಮೌಸ್,Printer,ಮುದ್ರಕ,Repeater,ಪುನರಾವರ್ತಕ,D
9c54a3d4-b839-43d1-a855-89fa5b3a92fa,Network Troubleshooting,ictsm,Maximum data transfer rate refers to _________.,ಗರಿಷ್ಠ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರವು _________ ಅನ್ನು ಸೂಚಿಸುತ್ತದೆ.,error detection,ದೋಷ ಪತ್ತೆ,packet switching,ಪ್ಯಾಕೆಟ್ ಸ್ವಿಚಿಂಗ್,bandwidth,ಬ್ಯಾಂಡ್ವಿಡ್ತ್,transmission media,ಪ್ರಸರಣ ಮಾಧ್ಯಮ,C
e114baf5-cc87-428c-b86c-1829ddc5ee06,Network Troubleshooting,ictsm,What is the first step to troubleshoot network problem?,ನೆಟ್‌ವರ್ಕ್ ಸಮಸ್ಯೆಯನ್ನು ನಿವಾರಿಸಲು ಮೊದಲ ಹಂತ ಯಾವುದು?,Ping,ಪಿಂಗ್,Open it,ಅದನ್ನು ತೆರೆಯಿರಿ,Contact to ISP,ISP ಗೆ ಸಂಪರ್ಕಿಸಿ,Wait the network problem out,ನೆಟ್ವರ್ಕ್ ಸಮಸ್ಯೆಯನ್ನು ನಿರೀಕ್ಷಿಸಿ,A
1a75004c-8146-4745-b8fb-63ff10711827,Network Troubleshooting,ictsm,Which forces the user to change password at first login?,ಮೊದಲ ಲಾಗಿನ್‌ನಲ್ಲಿ ಪಾಸ್‌ವರ್ಡ್ ಬದಲಾಯಿಸಲು ಬಳಕೆದಾರರನ್ನು ಯಾವುದು ಒತ್ತಾಯಿಸುತ್ತದೆ?,Default behaviour of OS,OS ನ ಡೀಫಾಲ್ಟ್ ನಡವಳಿಕೆ,Part of AES encryption practice,AES ಗೂಢಲಿಪೀಕರಣ ಅಭ್ಯಾಸದ ಭಾಗ,Device being assured forces the user,ಸಾಧನವು ಖಚಿತವಾಗಿ ಬಳಕೆದಾರರನ್ನು ಒತ್ತಾಯಿಸುತ್ತದೆ,Account administrator,ಖಾತೆ ನಿರ್ವಾಹಕರು,D
86160ae8-259a-4243-8b4f-3f78cc782d30,Network Security,ictsm,Identify the hardware device or software application installed on the borderline of a networks to examine and control incoming and outgoing network communications.,ಒಳಬರುವ ಮತ್ತು ಹೊರಹೋಗುವ ನೆಟ್‌ವರ್ಕ್ ಸಂವಹನಗಳನ್ನು ಪರೀಕ್ಷಿಸಲು ಮತ್ತು ನಿಯಂತ್ರಿಸಲು ನೆಟ್‌ವರ್ಕ್‌ಗಳ ಗಡಿರೇಖೆಯಲ್ಲಿ ಸ್ಥಾಪಿಸಲಾದ ಹಾರ್ಡ್‌ವೇರ್ ಸಾಧನ ಅಥವಾ ಸಾಫ್ಟ್‌ವೇರ್ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಗುರುತಿಸಿ.,Firewalls,ಫೈರ್ವಾಲ್ಗಳು,Network server,ನೆಟ್ವರ್ಕ್ ಸರ್ವರ್,Network monitoring application,ನೆಟ್‌ವರ್ಕ್ ಮಾನಿಟರಿಂಗ್ ಅಪ್ಲಿಕೇಶನ್,Active directory service,ಸಕ್ರಿಯ ಡೈರೆಕ್ಟರಿ ಸೇವೆ,A
06048330-716f-4b26-a702-99c3055fb212,Network Protocols,ictsm,Which of the following is a standard protocol?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಪ್ರಮಾಣಿತ ಪ್ರೋಟೋಕಾಲ್ ಆಗಿದೆ?,JAVA,ಜಾವಾ,php,php,http,http,MS-Office,MS-ಆಫೀಸ್,C
194a65c1-563b-41fa-821b-4e84a18ed1dd,Network Security,ictsm,Where WPA2 security is used?,WPA2 ಭದ್ರತೆಯನ್ನು ಎಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ?,Ethernet,ಎತರ್ನೆಟ್,Bluetooth,ಬ್ಲೂಟೂತ್,Wi-Fi,ವೈ-ಫೈ,Computer,ಕಂಪ್ಯೂಟರ್,C
fb250641-690a-4cb5-a8a3-3c2d2e87dcb0,Network Security,ictsm,What is the work of network layer firewall?,ನೆಟ್ವರ್ಕ್ ಲೇಯರ್ ಫೈರ್ವಾಲ್ನ ಕೆಲಸ ಏನು?,Frame filter,ಫ್ರೇಮ್ ಫಿಲ್ಟರ್,Packet filter,ಪ್ಯಾಕೆಟ್ ಫಿಲ್ಟರ್,Band pass filter,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,Capacitor filter,ಕೆಪಾಸಿಟರ್ ಫಿಲ್ಟರ್,B
bb0a3095-c423-484a-9d93-9f81dbc9b276,Network Security,ictsm,Which protocol is used for encrypting (coding) data at network level?,ನೆಟ್‌ವರ್ಕ್ ಮಟ್ಟದಲ್ಲಿ ಡೇಟಾವನ್ನು ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಲು (ಕೋಡಿಂಗ್) ಯಾವ ಪ್ರೋಟೋಕಾಲ್ ಅನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,ip sec,ಐಪಿ ಸೆಕೆಂಡ್,HTTPS,HTTPS,smtp,smtp,S/MIME,S/MIME,A
727cee21-4d0e-405d-a73b-08a245153a7d,Network Security,ictsm,Which of the following is not a strong security protocols?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಪ್ರಬಲವಾದ ಭದ್ರತಾ ಪ್ರೋಟೋಕಾಲ್ ಅಲ್ಲ?,HTTPS,HTTPS,SSL,SSL,smtp,smtp,SFTP,SFTP,C
d13c31b6-32c9-4265-97ce-f07c8e041e98,Network Troubleshooting,ictsm,Which of these components is internal to a computer and is required to connect the computer to a network?,ಇವುಗಳಲ್ಲಿ ಯಾವ ಘಟಕವು ಕಂಪ್ಯೂಟರ್‌ಗೆ ಆಂತರಿಕವಾಗಿದೆ ಮತ್ತು ಕಂಪ್ಯೂಟರ್ ಅನ್ನು ನೆಟ್‌ವರ್ಕ್‌ಗೆ ಸಂಪರ್ಕಿಸಲು ಅಗತ್ಯವಿದೆಯೇ?,Modem,ಮೋಡೆಮ್,Network Interface card,ನೆಟ್ವರ್ಕ್ ಇಂಟರ್ಫೇಸ್ ಕಾರ್ಡ್,Switch,ಬದಲಿಸಿ,Hub,ಹಬ್,B
89acdb67-0501-4504-99fb-5aa99ccb3586,Network Troubleshooting,ictsm,Which devices are used for communication and interaction b/w devices on a computer network?,ಕಂಪ್ಯೂಟರ್ ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಬಿ/ಡಬ್ಲ್ಯೂ ಸಾಧನಗಳ ಸಂವಹನ ಮತ್ತು ಸಂವಹನಕ್ಕಾಗಿ ಯಾವ ಸಾಧನಗಳನ್ನು ಬಳಸಲಾಗುತ್ತದೆ?,Motherboard,ಮದರ್ಬೋರ್ಡ್,Networking devices,ನೆಟ್‌ವರ್ಕಿಂಗ್ ಸಾಧನಗಳು,Primary memory,ಪ್ರಾಥಮಿಕ ಸ್ಮರಣೆ,Secondary memory,ದ್ವಿತೀಯ ಸ್ಮರಣೆ,B
ac041c9d-ce7e-44e6-b7a4-5a8d141d2b2d,Network Troubleshooting,ictsm,What is the another name of firewall?,ಫೈರ್‌ವಾಲ್‌ನ ಇನ್ನೊಂದು ಹೆಸರೇನು?,adobe reader,ಅಡೋಬ್ ರೀಡರ್,ms-access,ms-ಪ್ರವೇಶ,Security-gateway,ಭದ್ರತೆ-ಗೇಟ್ವೇ,DRAM,DRAM,C
